UniqueID,PersonID,Group,PractLevel,Sequence,ItemNum,NormVariant,Defect_Type,Diagnosis,UserTOC,Certainty,ItemNAbN,Accurate
225,MS001,MS,Medical Student,225,A0097,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,17.445,Probably,Normal,1
226,MS001,MS,Medical Student,226,A0043,FALSE,None,Normal,17.345,Probably,Normal,1
227,MS001,MS,Medical Student,227,A0083,FALSE,None,Normal,11.817,Definitely,Normal,1
228,MS001,MS,Medical Student,228,A0006,FALSE,None,Normal variant with extra epiphyseal ossification centre,41.841,Probably,Normal,0
229,MS001,MS,Medical Student,229,A0243,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,8.132,Probably,Abnormal,0
230,MS001,MS,Medical Student,230,A0045,FALSE,None,Normal,13.73,Probably,Normal,1
231,MS001,MS,Medical Student,231,A0072,TRUE,Extra Ossification Centre,Normal variant with secondary ossification centre at distal tibia,10.295,Probably,Normal,1
232,MS001,MS,Medical Student,232,A0049,FALSE,None,Normal,8.132,Probably,Normal,1
233,MS001,MS,Medical Student,233,A0113,FALSE,None,Normal,7.931,Probably,Normal,1
234,MS001,MS,Medical Student,234,A0216,FALSE,"SH I of distal fibula, possilby tibia",Suggestive of a Salter-Harris I fracture of distal fibula,9.324,Probably,Abnormal,0
235,MS002,MS,Medical Student,1,A0015,FALSE,None,Normal,152.69,Definitely,Normal,0
236,MS002,MS,Medical Student,2,A0050,FALSE,None,Normal,59.175,Probably,Normal,0
237,MS002,MS,Medical Student,3,A0092,FALSE,None,Normal,123.548,Definitely,Normal,1
238,MS002,MS,Medical Student,4,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,74.748,Definitely,Abnormal,1
239,MS002,MS,Medical Student,5,A0067,FALSE,None,Normal,87.526,Probably,Normal,1
240,MS002,MS,Medical Student,6,A0057,FALSE,None,Normal,64.883,Probably,Normal,0
241,MS002,MS,Medical Student,7,A0120,FALSE,None,Normal,51.504,Probably,Normal,1
242,MS002,MS,Medical Student,8,A0128,FALSE,None,Normal,39.376,Definitely,Normal,1
243,MS002,MS,Medical Student,9,A0014,FALSE,None,Normal,35.901,Definitely,Normal,1
244,MS002,MS,Medical Student,10,A0114,FALSE,None,Normal,125.291,Definitely,Normal,1
245,MS002,MS,Medical Student,11,A0152,FALSE,Distal fibular epiphyseal avulsion fx,An os trigonum is present and there is an avulsion fracture in the medial aspect of the fibular epiphysis,274.625,Definitely,Abnormal,0
246,MS002,MS,Medical Student,12,A0140,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre at the superior part of the calcaneus,203.422,Probably,Normal,0
247,MS002,MS,Medical Student,13,A0028,FALSE,None,Normal,95.898,Probably,Normal,1
248,MS002,MS,Medical Student,14,A0042,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,238.733,Definitely,Abnormal,0
249,MS002,MS,Medical Student,15,A0090,FALSE,None,Normal,127.043,Definitely,Normal,1
250,MS002,MS,Medical Student,16,A0003,FALSE,None,Normal,154.882,Definitely,Normal,1
251,MS002,MS,Medical Student,17,A0145,FALSE,None,Normal,39.317,Probably,Normal,1
252,MS002,MS,Medical Student,18,A0246,FALSE,SH III of distal tibia,Tillaux fracture (Salter III) of the distal tibia,67.788,Definitely,Abnormal,1
253,MS002,MS,Medical Student,19,A0081,FALSE,None,Normal,115.426,Probably,Normal,1
254,MS002,MS,Medical Student,20,A0163,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis Extra ossification centre of tibia and os trigonum,155.283,Probably,Abnormal,0
255,MS002,MS,Medical Student,21,A0172,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,104.641,Probably,Abnormal,0
256,MS002,MS,Medical Student,22,A0044,FALSE,None,Normal,138.82,Definitely,Normal,1
257,MS002,MS,Medical Student,23,A0189,FALSE,None,Normal,44.454,Definitely,Normal,1
258,MS002,MS,Medical Student,24,A0196,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,86.234,Probably,Abnormal,0
259,MS002,MS,Medical Student,25,A0088,FALSE,None,Normal,174.882,Definitely,Normal,0
260,MS002,MS,Medical Student,26,A0138,FALSE,None,Normal,144.367,Probably,Normal,1
261,MS002,MS,Medical Student,27,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,153.901,Probably,Abnormal,0
262,MS002,MS,Medical Student,28,A0193,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula Growth arrest lines are seen on both the tibia and fibula,228.008,Probably,Abnormal,1
263,MS002,MS,Medical Student,29,A0133,FALSE,None,Normal,31.695,Definitely,Normal,1
264,MS002,MS,Medical Student,30,A0212,FALSE,None,Normal,77.582,Probably,Normal,0
265,MS002,MS,Medical Student,31,A0041,FALSE,None,Normal,79.064,Probably,Normal,1
266,MS002,MS,Medical Student,32,A0018,FALSE,None,Normal,41.089,Probably,Normal,0
267,MS002,MS,Medical Student,33,A0029,FALSE,None,Normal,119.602,Definitely,Normal,1
268,MS002,MS,Medical Student,34,A0175,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,57.192,Probably,Abnormal,1
269,MS002,MS,Medical Student,35,A0230,FALSE,SH II of distal tibia,Salter-Harris II and spiral fracture of the distal tibia,67.347,Probably,Abnormal,0
270,MS002,MS,Medical Student,36,A0102,FALSE,None,Normal,118.721,Probably,Normal,1
271,MS002,MS,Medical Student,37,A0127,FALSE,None,Normal,54.368,Definitely,Normal,1
272,MS002,MS,Medical Student,38,A0151,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,40.058,Probably,Abnormal,0
273,MS002,MS,Medical Student,39,A0094,TRUE,Extraossification centre,Normal variant with extra ossification centre at distal tibia,97.6,Definitely,Normal,0
274,MS002,MS,Medical Student,40,A0245,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,40.599,Definitely,Abnormal,0
275,MS002,MS,Medical Student,41,A0200,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre adjacent to the medial malleolus,139.851,Probably,Abnormal,1
276,MS002,MS,Medical Student,42,A0185,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,70.772,Definitely,Abnormal,0
277,MS002,MS,Medical Student,43,A0085,FALSE,None,Normal,106.914,Probably,Normal,1
278,MS002,MS,Medical Student,44,A0201,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,129.126,Definitely,Abnormal,0
279,MS002,MS,Medical Student,45,A0150,FALSE,None,Normal,106.072,Probably,Normal,1
280,MS002,MS,Medical Student,46,A0205,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,48.861,Probably,Abnormal,0
281,MS002,MS,Medical Student,47,A0198,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture,23.574,Probably,Abnormal,1
282,MS002,MS,Medical Student,48,A0017,FALSE,None,Normal,75.648,Probably,Normal,0
283,MS002,MS,Medical Student,49,A0073,FALSE,None,Normal,54.458,Probably,Normal,0
284,MS002,MS,Medical Student,50,A0109,FALSE,None,Normal,41.761,Probably,Normal,0
285,MS002,MS,Medical Student,51,A0156,FALSE,Avulsion fx of distal fibula with extra ossification centre at tibia,Avulsion fracture of the distal fibula with an extra ossification centre at distal tibia Os trigonum above the calcaneus,49.341,Probably,Abnormal,0
286,MS002,MS,Medical Student,52,A0118,FALSE,None,Normal,59.376,Probably,Normal,1
287,MS002,MS,Medical Student,53,A0160,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,28.521,Definitely,Abnormal,1
288,MS002,MS,Medical Student,54,A0238,FALSE,SH IV of distal tibia,Salter-Harris IV (Triplane) fracture of the distal tibia,60.948,Definitely,Abnormal,0
289,MS002,MS,Medical Student,55,A0013,FALSE,None,Normal,92.133,Probably,Normal,1
290,MS002,MS,Medical Student,56,A0234,FALSE,Spiral SH II of distal tibia,A spiral fracture of the tibia with possible extension into the physis,36.192,Definitely,Abnormal,1
291,MS002,MS,Medical Student,57,A0235,FALSE,Spiral SH II of distal tibia,Spiral and Salter-Harris II fracture of distal tibia,156.555,Definitely,Abnormal,1
292,MS002,MS,Medical Student,58,A0142,FALSE,None,Normal,74.037,Probably,Normal,0
293,MS002,MS,Medical Student,59,A0002,FALSE,None,Normal,86.794,Definitely,Normal,1
294,MS002,MS,Medical Student,60,A0206,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,231.854,Probably,Abnormal,1
295,MS002,MS,Medical Student,61,A0103,FALSE,None,Normal,143.897,Definitely,Normal,1
296,MS002,MS,Medical Student,62,A0115,FALSE,None,Normal,76.35,Definitely,Normal,1
297,MS002,MS,Medical Student,63,A0227,FALSE,SH II of distal fibula,Possible Salter-Harris II fracture of the distal fibula,106.833,Definitely,Abnormal,0
298,MS002,MS,Medical Student,64,A0214,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,184.375,Probably,Abnormal,1
299,MS002,MS,Medical Student,65,A0177,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,29.623,Definitely,Abnormal,1
300,MS002,MS,Medical Student,66,A0141,FALSE,None,Normal,124.399,Probably,Normal,1
301,MS002,MS,Medical Student,67,A0023,TRUE,Growth Arrest Line,Normal variant with the presence of a growth arrest line,95.628,Probably,Normal,0
302,MS002,MS,Medical Student,68,A0045,FALSE,None,Normal,92.273,Probably,Normal,0
303,MS002,MS,Medical Student,69,A0219,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula is suggested,214.829,Probably,Abnormal,0
304,MS002,MS,Medical Student,70,A0027,FALSE,None,Normal,63.711,Definitely,Normal,1
305,MS002,MS,Medical Student,71,A0216,FALSE,"SH I of distal fibula, possilby tibia",Suggestive of a Salter-Harris I fracture of distal fibula,179.789,Probably,Abnormal,1
306,MS002,MS,Medical Student,72,A0122,FALSE,None,Normal,101.366,Probably,Normal,1
307,MS002,MS,Medical Student,73,A0256,FALSE,SH III of distal tibia,Salter-Harris III (Tillaux) fracture of the tibia,376.641,Definitely,Abnormal,0
308,MS002,MS,Medical Student,74,A0129,FALSE,None,Normal,94.406,Definitely,Normal,1
309,MS002,MS,Medical Student,75,A0111,FALSE,None,Normal,134.032,Probably,Normal,0
310,MS002,MS,Medical Student,76,A0242,FALSE,SH III of distal tibia,Salter-Harris III fracture of the lateral aspect of the distal tibia,69.801,Probably,Abnormal,0
311,MS002,MS,Medical Student,77,A0247,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibial epiphysis,105.442,Probably,Abnormal,1
312,MS002,MS,Medical Student,78,A0144,TRUE,Possible fibrocartilagenous coalition of the talocalcaneal joint,Normal variant with possible fibrocartilaginous coalition of the middle facette of the talocalcaneal joint,172.578,Probably,Normal,0
313,MS002,MS,Medical Student,79,A0059,FALSE,None,Normal,164.757,Probably,Normal,1
314,MS002,MS,Medical Student,80,A0066,FALSE,None,Normal,265.631,Probably,Normal,1
315,MS002,MS,Medical Student,81,A0188,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,112.832,Probably,Abnormal,1
316,MS002,MS,Medical Student,82,A0159,FALSE,Distal fibular epiphyseal avulsion fx,Probable avulsion fracture of the distal fibular epiphysis,148.363,Definitely,Abnormal,1
317,MS002,MS,Medical Student,83,A0132,FALSE,None,Normal,37.854,Definitely,Normal,1
318,MS002,MS,Medical Student,84,A0194,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,238.614,Probably,Abnormal,0
319,MS002,MS,Medical Student,85,A0137,FALSE,None,Normal,96.249,Probably,Normal,1
320,MS002,MS,Medical Student,86,A0011,FALSE,Medial malleolar avulsion fracture,Cannot rule out medial malleolar avulsion fracture,25.246,Probably,Abnormal,0
321,MS002,MS,Medical Student,87,A0153,FALSE,SH1 and Avulsion fx of distal fibula,Suggestive of a Salter-Harris I fracture and most likely a distal fibular avulsion fracture,427.595,Probably,Abnormal,1
322,MS002,MS,Medical Student,88,A0106,FALSE,None,Normal,75.709,Definitely,Normal,1
323,MS002,MS,Medical Student,89,A0053,FALSE,None,Normal,806.409,Probably,Normal,1
324,MS002,MS,Medical Student,90,A0022,FALSE,None,Normal,948.965,Definitely,Normal,0
325,MS002,MS,Medical Student,91,A0007,FALSE,Osteochondritis Dissecans,No fracture  Noted osteochondritis dissecans,203.443,Definitely,Abnormal,0
326,MS002,MS,Medical Student,92,A0001,FALSE,None,Normal,266.413,Definitely,Normal,1
327,MS002,MS,Medical Student,93,A0051,FALSE,None,Normal,52.736,Probably,Normal,0
328,MS002,MS,Medical Student,94,A0239,FALSE,Oblique SH II of distal tibia and spiral fracture of distal fibula,Salter-Harris II fracture of distal tibia Associated spiral fracture of the distal fibular shaft,76.32,Definitely,Abnormal,1
329,MS002,MS,Medical Student,95,A0033,TRUE,Os supranaviculare,Normal variant with an os supranaviculare,188.511,Probably,Normal,0
330,MS002,MS,Medical Student,96,A0110,FALSE,None,Normal,256.078,Probably,Normal,1
331,MS002,MS,Medical Student,97,A0061,FALSE,None,Normal,176.043,Probably,Normal,0
332,MS002,MS,Medical Student,98,A0089,FALSE,None,Normal,19.247,Probably,Normal,1
333,MS002,MS,Medical Student,99,A0035,FALSE,None,Normal,30.173,Definitely,Normal,1
334,MS002,MS,Medical Student,100,A0084,FALSE,None,Normal,87.186,Probably,Normal,1
335,MS002,MS,Medical Student,101,A0224,FALSE,SH II of dital fibula,Salter-Harris II of the distal fibula and ossific fragments inferior to the lateral malleolus representing an old fracture or a normal variant,23.264,Definitely,Abnormal,1
336,MS002,MS,Medical Student,102,A0202,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,79.414,Probably,Abnormal,1
337,MS002,MS,Medical Student,103,A0199,FALSE,None,Normal,455.555,Probably,Normal,0
338,MS002,MS,Medical Student,104,A0032,FALSE,None,Normal,375.259,Probably,Normal,1
339,MS002,MS,Medical Student,105,A0182,FALSE,None,Normal,22.873,Probably,Normal,1
340,MS002,MS,Medical Student,106,A0134,FALSE,None,Normal,36.503,Definitely,Normal,1
341,MS002,MS,Medical Student,107,A0253,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,44.223,Definitely,Abnormal,1
342,MS002,MS,Medical Student,108,A0223,FALSE,SH II of distal fibula and avulsion of distal tibia,Salter-Harris II fracture of the distal fibula,109.968,Definitely,Abnormal,1
343,MS002,MS,Medical Student,109,A0097,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,159.249,Definitely,Normal,0
344,MS002,MS,Medical Student,110,A0158,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,44.393,Probably,Abnormal,0
345,MS002,MS,Medical Student,111,A0040,FALSE,None,Normal,118.6,Probably,Normal,1
346,MS002,MS,Medical Student,112,A0019,FALSE,None,Normal,93.565,Probably,Normal,0
347,MS002,MS,Medical Student,113,A0213,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,49.922,Probably,Abnormal,1
348,MS002,MS,Medical Student,114,A0036,FALSE,None,Normal,32.707,Definitely,Normal,1
349,MS002,MS,Medical Student,115,A0166,TRUE,Os Trigonum,Normal variant with os trigonum posterior to talus,54.299,Probably,Normal,0
350,MS002,MS,Medical Student,116,A0070,FALSE,None,Normal,136.556,Definitely,Normal,1
351,MS002,MS,Medical Student,117,A0082,FALSE,None,Normal,63.171,Probably,Normal,1
352,MS002,MS,Medical Student,118,A0121,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,386.686,Probably,Normal,1
353,MS002,MS,Medical Student,119,A0164,FALSE,Distal fibular epiphyseal avulsion fx,Linear avulsion fracture of the tip of the fibular epiphysis,432.342,Probably,Abnormal,0
354,MS002,MS,Medical Student,120,A0240,FALSE,SH II of distal tibia and comminuted transverse fracture of distal fibula,Salter-Harris II fracture of the tibia Comminuted transverse fracture of the distal fibula,615.495,Definitely,Abnormal,1
355,MS002,MS,Medical Student,121,A0195,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,58.694,Probably,Abnormal,0
356,MS002,MS,Medical Student,122,A0210,FALSE,None,Normal,52.074,Probably,Normal,1
357,MS002,MS,Medical Student,123,A0237,FALSE,SH II of distal tibia,Displaced Salter-Harris II fracture of the distal tibia,83.941,Definitely,Abnormal,1
358,MS002,MS,Medical Student,124,A0161,FALSE,Distal fibular epiphyseal avulsion fx SH I also suspected,Salter-Harris I of distal fibula and possible distal fibular avulsion fracture,114.825,Definitely,Abnormal,1
359,MS002,MS,Medical Student,125,A0039,FALSE,None,Normal,72.714,Definitely,Normal,1
360,MS002,MS,Medical Student,126,A0171,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,122.196,Probably,Abnormal,1
361,MS002,MS,Medical Student,127,A0190,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,437.89,Definitely,Abnormal,1
362,MS002,MS,Medical Student,128,A0096,FALSE,None,Normal,71.994,Definitely,Normal,1
363,MS002,MS,Medical Student,129,A0095,FALSE,None,Normal,23.594,Definitely,Normal,1
364,MS002,MS,Medical Student,130,A0197,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,33.218,Probably,Abnormal,1
365,MS002,MS,Medical Student,131,A0093,FALSE,None,Normal,200.018,Definitely,Normal,1
366,MS002,MS,Medical Student,132,A0104,FALSE,None,Normal,26.428,Definitely,Normal,1
367,MS002,MS,Medical Student,133,A0068,FALSE,None,Normal,94.435,Probably,Normal,1
368,MS002,MS,Medical Student,134,A0125,FALSE,None,Normal,156.905,Definitely,Normal,1
369,MS002,MS,Medical Student,135,A0078,FALSE,None,Normal,54.498,Probably,Normal,0
370,MS002,MS,Medical Student,136,A0063,FALSE,None,Normal,171.046,Probably,Normal,1
371,MS002,MS,Medical Student,137,A0135,FALSE,None,Normal,83.249,Definitely,Normal,1
372,MS002,MS,Medical Student,138,A0052,FALSE,None,Normal,27.77,Definitely,Normal,1
373,MS002,MS,Medical Student,139,A0143,FALSE,None,Normal,56.982,Probably,Normal,1
374,MS002,MS,Medical Student,140,A0149,FALSE,None,Normal,79.093,Probably,Normal,1
375,MS002,MS,Medical Student,141,A0174,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,120.864,Definitely,Abnormal,1
376,MS002,MS,Medical Student,142,A0058,FALSE,None,Normal,36.763,Definitely,Normal,1
377,MS002,MS,Medical Student,143,A0077,FALSE,None,Normal,112.382,Probably,Normal,0
